"","cupo","edad","saldo","pago"
"1044",90000,36,67588,2646
"1045",20000,22,19994,2658
"1046",30000,23,13470,1000
"1047",220000,30,174107,4222
"1048",140000,24,47297,2000
"1049",300000,42,2165,2394
"1050",100000,49,17023,12
"1051",110000,31,179,0
"1052",270000,33,110059,5026
"1053",30000,42,0,0
"1054",70000,41,50729,2500
"1055",230000,53,470,0
"1056",20000,23,17532,2735
"1057",190000,33,49727,1500
"1058",20000,29,16666,1000
"1059",80000,67,2408,11662
"1060",20000,33,780,6380
"1061",60000,34,13338,1400
"1062",50000,49,5034,3000
"1063",280000,56,213604,8083
"1064",300000,42,23688,110247
"1065",30000,55,31098,0
"1066",270000,25,139976,4000
"1067",100000,30,40388,1527
"1068",240000,43,291,291
"1069",200000,40,326,573
"1070",110000,35,38250,2000
"1071",230000,61,7411,4527
"1072",150000,44,780,66950
"1073",350000,33,3249,27168
"1074",360000,66,1451,171944
"1075",150000,40,-3,2379
"1076",100000,47,76728,2748
"1077",500000,27,183860,5029
"1078",500000,35,28506,17500
"1079",180000,47,316,316
"1080",400000,39,1949,1040
"1081",100000,29,6182,5000
"1082",10000,32,10091,0
"1083",60000,30,37131,1700
"1084",50000,25,49502,1600
"1085",80000,23,33931,1217
"1086",110000,43,103813,4200
"1087",410000,41,368043,19000
"1088",260000,40,0,0
"1089",30000,35,26400,1500
"1090",310000,28,4381,11100
"1091",70000,38,26143,970
"1092",250000,31,168505,5837
"1093",210000,29,194136,7200
"1094",360000,41,0,0
"1095",50000,31,20051,1000
"1096",670000,29,237726,8000
"1097",130000,26,14415,390
"1098",170000,42,2485,7797
"1099",30000,29,0,0
"1100",110000,50,44197,2000
"1101",210000,46,241,4000
"1102",30000,24,28199,1500
"1103",260000,46,18196,8000
"1104",150000,28,5390,1200
"1105",20000,35,19600,701
"1106",380000,40,0,0
"1107",200000,41,0,0
"1108",120000,47,346,325
"1109",80000,54,30364,1000
"1110",30000,33,13325,650
"1111",110000,29,88759,2600
"1112",50000,44,835,1833
"1113",90000,24,68399,4007
"1114",110000,33,8435,4000
"1115",50000,54,45581,0
"1116",60000,27,11407,0
"1117",150000,37,34638,1284
"1118",20000,24,0,0
"1119",140000,54,-150,0
"1120",120000,34,0,528
"1121",200000,40,152361,6000
"1122",20000,30,1735,0
"1123",50000,26,49980,0
"1124",200000,41,5584,888
"1125",100000,29,95630,5000
"1126",300000,38,0,0
"1127",500000,35,11241,66710
"1128",360000,52,7399,600
"1129",160000,29,0,0
"1130",50000,23,48789,1885
"1131",230000,34,150514,4432
"1132",200000,34,8722,0
"1133",270000,44,278436,0
"1134",50000,36,34420,1000
"1135",20000,28,19554,0
"1136",60000,31,29201,2134
"1137",50000,31,16526,324
"1138",50000,41,19289,900
"1139",130000,44,81977,2300
"1140",230000,47,95849,4000
"1141",20000,25,3314,66
"1142",30000,25,19239,323
"1143",200000,39,3388,10901
"1144",140000,24,5530,4441
"1145",100000,35,95951,4000
"1146",240000,32,141618,5000
"1147",70000,31,2400,0
"1148",360000,33,8320,5169
"1149",140000,30,120586,4341
"1150",50000,52,0,0
"1151",210000,36,396,396
"1152",280000,30,130377,5117
"1153",180000,42,55176,2200
"1154",150000,30,249,5565
"1155",20000,47,9537,0
"1156",350000,29,6532,4863
"1157",130000,23,3940,9589
"1158",470000,39,0,789
"1159",340000,48,2360,1090
"1160",80000,26,79715,3000
"1161",70000,33,0,0
"1162",230000,44,3273,2749
"1163",180000,36,37353,1000
"1164",210000,39,13021,22171
"1165",20000,24,0,0
"1166",140000,25,91136,3000
"1167",200000,52,96495,3296
"1168",50000,59,10751,5000
"1169",80000,23,0,254
"1170",30000,48,10949,2000
"1171",140000,28,16275,1500
"1172",80000,62,3932,20289
"1173",220000,38,8561,16599
"1174",180000,32,666,666
"1175",140000,29,29707,10009
"1176",180000,25,12892,500
"1177",50000,35,18089,900
"1178",170000,27,70678,2918
"1179",50000,38,9554,354
"1180",50000,24,18633,1000
"1181",300000,29,-200,0
"1182",390000,27,305904,12000
"1183",90000,55,22694,2000
"1184",200000,29,192499,10000
"1185",460000,29,327929,11113
"1186",10000,23,0,0
"1187",20000,30,930,540
"1188",50000,50,760,5862
"1189",480000,38,18387,705
"1190",180000,24,173246,7000
"1191",240000,29,0,85
"1192",250000,38,62,7718
"1193",270000,34,3129,0
"1194",200000,37,23670,84430
"1195",100000,66,97532,3705
"1196",160000,39,790,1141
"1197",80000,45,29033,1000
"1198",130000,44,4166,780
"1199",340000,44,149349,6047
"1200",360000,36,0,0
"1201",120000,40,4200,96583
"1202",120000,29,31728,1200
"1203",300000,48,186955,5500
"1204",60000,23,25421,1000
"1205",210000,50,103651,3470
"1206",210000,29,45685,1807
"1207",70000,49,25709,1100
"1208",200000,33,11818,5015
"1209",230000,51,60504,2225
"1210",20000,23,19554,155
"1211",210000,37,175557,48061
"1212",160000,26,390,390
"1213",290000,30,1650,35267
"1214",80000,26,39962,1410
"1215",360000,43,0,0
"1216",230000,32,60929,2000
"1217",360000,54,2500,0
"1218",340000,30,216912,6626
"1219",50000,22,10880,380
"1220",80000,38,35229,1275
"1221",50000,24,17707,657
"1222",30000,24,0,7153
"1223",210000,26,0,15513
"1224",150000,42,3935,3935
"1225",20000,21,0,0
"1226",20000,22,0,0
"1227",240000,41,1876,1211
"1228",500000,50,0,20211
"1229",90000,23,2269,0
"1230",50000,46,16746,1000
"1231",50000,22,30125,1305
"1232",680000,37,164969,5800
"1233",50000,47,50424,0
"1234",100000,40,326,652
"1235",280000,30,264508,10000
"1236",30000,54,390,780
"1237",50000,27,50514,0
"1238",60000,33,7565,7565
"1239",120000,57,88094,4000
"1240",80000,35,396,396
"1241",500000,45,0,790
"1242",70000,32,11315,1000
"1243",160000,45,0,0
"1244",100000,50,68621,3000
"1245",10000,35,9156,2000
"1246",90000,26,20699,4100
"1247",170000,39,86299,3100
"1248",90000,35,0,0
"1249",180000,42,88898,33600
"1250",350000,52,2400,0
"1251",270000,35,9233,1000
"1252",200000,29,0,0
"1253",20000,22,18732,0
"1254",100000,30,32630,2000
"1255",290000,46,53243,105423
"1256",70000,28,68223,2659
"1257",230000,26,416,0
"1258",180000,28,9124,18396
"1259",210000,33,291,291
"1260",50000,24,19066,1004
"1261",150000,37,52549,2000
"1262",380000,50,332270,12000
"1263",50000,44,27371,1000
"1264",150000,43,1414,0
"1265",220000,29,118528,5503
"1266",80000,27,43264,1300
"1267",220000,32,217475,8500
"1268",70000,34,31873,0
"1269",120000,37,19143,1600
"1270",180000,32,25933,1000
"1271",50000,57,49656,1800
"1272",10000,46,7628,2000
"1273",370000,53,9630,0
"1274",20000,26,0,780
"1275",150000,34,146379,4112
"1276",20000,26,982,0
"1277",480000,54,0,2300
"1278",50000,26,32580,3000
"1279",170000,31,31337,0
"1280",400000,30,2500,0
"1281",200000,31,50896,11028
"1282",360000,34,150,59
"1283",140000,36,98251,3500
"1284",260000,34,1047,2503
"1285",440000,26,25064,3004
"1286",500000,43,8074,50274
"1287",230000,29,48934,3000
"1288",470000,41,8294,45684
"1289",20000,48,0,0
"1290",210000,24,96777,3229
"1291",20000,23,20235,600
"1292",20000,53,15737,1000
"1293",200000,34,36870,1049
"1294",250000,36,3855,3876
"1295",300000,41,977,19480
"1296",320000,30,90573,5033
"1297",50000,29,40533,1600
"1298",200000,34,5076,6282
"1299",80000,29,21003,933
"1300",70000,37,6979,0
"1301",60000,36,33499,2000
"1302",10000,22,8613,1000
"1303",50000,30,25996,2000
"1304",140000,26,120550,9500
"1305",30000,25,10068,600
"1306",190000,49,149941,4138
"1307",70000,23,690,10909
"1308",330000,28,780,0
"1309",110000,24,8046,151
"1310",270000,47,184650,0
"1311",160000,31,33993,1500
"1312",20000,24,5200,0
"1313",320000,32,28817,2000
"1314",430000,31,8310,2820
"1315",50000,37,4822,1000
"1316",140000,48,0,2770
"1317",500000,49,3312,43664
"1318",80000,45,27279,865
"1319",390000,34,0,0
"1320",250000,43,5922,6000
"1321",390000,31,17013,17271
"1322",100000,35,66677,3000
"1323",360000,42,207022,17000
"1324",140000,36,823,4507
"1325",110000,51,52689,2000
"1326",170000,48,316,0
"1327",170000,48,122225,4000
"1328",180000,25,8820,0
"1329",140000,41,112458,4500
"1330",20000,49,19809,601
"1331",150000,28,0,0
"1332",50000,28,0,0
"1333",160000,38,0,0
"1334",80000,41,4264,0
"1335",300000,29,990,0
"1336",60000,32,29151,1044
"1337",70000,26,46384,3700
"1338",290000,31,68071,3000
"1339",80000,23,0,0
"1340",50000,53,0,0
"1341",200000,49,22170,3919
"1342",200000,34,934,7764
"1343",50000,22,3450,3721
"1344",20000,26,8058,9
"1345",200000,38,6709,3021
"1346",120000,35,82859,6382
"1347",220000,49,158866,6100
"1348",630000,40,341439,13016
"1349",300000,34,11860,7595
"1350",10000,49,1309,0
"1351",50000,29,0,0
"1352",280000,39,580,1029
"1353",130000,30,0,0
"1354",30000,28,13793,0
"1355",50000,27,0,10620
"1356",70000,38,16268,1000
"1357",80000,29,46998,2500
"1358",20000,22,0,0
"1359",390000,41,186332,5603
"1360",470000,32,53100,3000
"1361",240000,30,0,178
"1362",140000,29,0,0
"1363",260000,37,132619,27
"1364",150000,25,0,1895
"1365",120000,46,19629,0
"1366",20000,47,20718,0
"1367",260000,42,0,664
"1368",50000,22,6967,1000
"1369",180000,27,130064,3100
"1370",310000,35,0,0
"1371",360000,44,5694,12785
"1372",180000,30,15373,5493
"1373",270000,42,350,0
"1374",70000,28,21460,4000
"1375",50000,24,7201,383
"1376",30000,50,6832,0
"1377",50000,54,2081,2270
"1378",350000,37,6186,325
"1379",200000,58,129167,4698
"1380",80000,26,80138,8
"1381",60000,31,58700,2200
"1382",30000,52,20582,0
"1383",110000,36,43085,1700
"1384",300000,27,33262,92250
"1385",50000,22,20083,600
"1386",500000,39,1486,7570
"1387",360000,36,18918,5000
"1388",20000,39,0,0
"1389",220000,39,119147,5000
"1390",20000,22,16259,700
"1391",60000,37,32232,2300
"1392",170000,30,145564,5069
"1393",200000,26,34615,1500
"1394",20000,23,15872,2000
"1395",140000,23,3441,2031
"1396",330000,35,3194,0
"1397",180000,24,102460,0
"1398",360000,35,3941,1123
"1399",20000,51,17895,664
"1400",50000,23,7737,100
"1401",100000,25,8370,3000
"1402",30000,36,29565,0
"1403",70000,44,11848,1000
"1404",470000,33,542,208896
"1405",300000,36,-27,0
"1406",300000,45,1230,0
"1407",200000,26,2996,1108
"1408",150000,41,81569,3005
"1409",220000,25,128342,4473
"1410",420000,31,4964,296
"1411",210000,45,416,416
"1412",450000,58,863,2488
"1413",30000,38,-2000,2000
"1414",240000,30,5900,1319
"1415",420000,25,108306,3600
"1416",60000,25,39334,1500
"1417",30000,24,3926,0
"1418",80000,29,1204,0
"1419",50000,37,50296,2113
"1420",230000,27,10000,10000
"1421",200000,31,74900,3800
"1422",230000,28,11032,8000
"1423",130000,24,49699,2672
"1424",200000,27,0,0
"1425",90000,33,19097,857
"1426",120000,27,2551,3000
"1427",200000,42,1440,506
"1428",20000,32,18806,633
"1429",210000,37,83366,4300
"1430",80000,44,42393,9600
"1431",50000,29,8382,1500
"1432",70000,42,55797,2100
"1433",230000,32,182160,0
"1434",20000,52,0,0
"1435",30000,44,1748,0
"1436",100000,31,36196,1511
"1437",80000,29,77270,3000
"1438",210000,33,206582,9051
"1439",50000,54,27380,1500
"1440",130000,23,73192,2800
"1441",70000,24,54366,2300
"1442",210000,33,11367,1500
"1443",100000,44,390,390
"1444",200000,51,4430,6398
"1445",40000,24,32194,0
"1446",80000,25,73444,5300
"1447",210000,37,292,0
"1448",20000,23,12237,0
"1449",10000,34,10188,300
"1450",60000,50,31406,3600
"1451",40000,25,14132,700
"1452",290000,33,3904,0
"1453",50000,54,1924,0
"1454",20000,25,17524,0
"1455",30000,26,31061,1003
"1456",20000,32,19947,545
"1457",50000,43,21949,900
"1458",500000,42,6729,532
"1459",90000,24,0,0
"1460",10000,26,8963,180
"1461",50000,37,1050,0
"1462",120000,36,30486,1500
"1463",200000,27,143317,5300
"1464",300000,50,109839,5000
"1465",90000,24,34954,2000
"1466",90000,27,48170,620
"1467",140000,23,0,0
"1468",180000,39,148,1495
"1469",360000,39,0,2456
"1470",160000,29,500,0
"1471",100000,45,25051,0
"1472",20000,21,0,0
"1473",360000,36,132118,3000
"1474",230000,39,326,326
"1475",110000,29,110444,4404
"1476",210000,37,156769,5376
"1477",200000,26,6600,1713
"1478",50000,44,9070,335
"1479",210000,30,0,0
"1480",280000,31,1489,2244
"1481",500000,40,162785,6205
"1482",30000,25,0,0
"1483",340000,36,106675,4127
"1484",360000,32,6594,2974
"1485",70000,22,27584,1000
"1486",20000,44,1800,0
"1487",230000,32,43531,5000
"1488",60000,41,9079,1156
"1489",50000,28,44760,2000
"1490",50000,29,14528,0
"1491",130000,28,41833,2000
"1492",160000,52,63419,2200
"1493",60000,48,39685,1000
"1494",160000,43,780,0
"1495",180000,25,88283,5000
"1496",170000,36,12646,173869
"1497",360000,35,202686,19721
"1498",130000,34,37838,1815
"1499",180000,48,6671,493
"1500",20000,27,0,17291
"1501",230000,43,15893,5977
"1502",220000,30,0,0
"1503",240000,43,0,0
"1504",50000,54,16609,1000
"1505",310000,39,12154,2473
"1506",350000,70,37063,1372
"1507",50000,24,341,210
"1508",200000,30,2859,1250
"1509",480000,53,699944,20306
"1510",180000,27,50816,1092
"1511",200000,33,160769,5900
"1512",20000,34,19063,1506
"1513",50000,48,19404,1000
"1514",210000,33,960,1958
"1515",20000,24,16774,622
"1516",150000,31,0,0
"1517",50000,25,44305,0
"1518",190000,49,191895,9500
"1519",290000,27,278260,0
"1520",420000,39,129144,4700
"1521",340000,36,13586,1000
"1522",60000,40,10055,0
"1523",90000,27,54261,1500
"1524",30000,27,30603,0
"1525",160000,37,0,1935
"1526",20000,35,14518,200
"1527",90000,25,70341,3000
"1528",120000,27,15119,1000
"1529",120000,38,-1914,0
"1530",360000,50,275,0
"1531",160000,32,0,0
"1532",320000,34,6722,10000
"1533",20000,25,20474,0
"1534",230000,29,69231,2300
"1535",50000,44,16855,1000
"1536",50000,48,27940,1013
"1537",40000,24,2201,1329
"1538",120000,27,630,300
"1539",130000,25,776,12184
"1540",110000,28,80421,3000
"1541",20000,22,10727,2130
"1542",50000,22,0,0
"1543",120000,30,117881,4080
"1544",50000,34,0,0
"1545",360000,34,0,0
"1546",240000,44,4243,2952
"1547",150000,32,-3,0
"1548",50000,23,29896,896
"1549",500000,42,3850,6000
"1550",110000,33,110730,4000
"1551",170000,48,111679,0
"1552",230000,29,36849,2000
"1553",20000,47,13306,405
"1554",100000,41,18149,0
"1555",110000,28,36243,982
"1556",340000,52,33887,30200
"1557",50000,37,29613,1022
"1558",310000,50,316,316
"1559",50000,31,41269,1704
"1560",240000,38,116920,4314
"1561",50000,48,15155,560
"1562",150000,34,0,0
"1563",140000,44,101534,3511
"1564",30000,56,25555,942
"1565",300000,30,70389,87000
"1566",50000,29,3512,1000
"1567",280000,37,42317,1415
"1568",120000,23,79113,5000
"1569",30000,27,0,1002
"1570",30000,23,5119,0
"1571",180000,45,20890,1000
"1572",150000,33,13502,1000
"1573",110000,40,38957,1500
"1574",50000,24,30101,2500
"1575",230000,43,1823,1823
"1576",230000,25,86850,3000
"1577",160000,46,0,0
"1578",50000,36,18272,1088
"1579",210000,36,581,0
"1580",120000,38,970,820
"1581",240000,42,42009,10000
"1582",20000,47,18827,0
"1583",50000,40,8650,436
"1584",50000,70,18612,608
"1585",50000,32,0,0
"1586",100000,52,900,500
"1587",390000,49,100000,39268
"1588",550000,31,26439,1019
"1589",450000,36,201,3
"1590",80000,50,49209,1700
"1591",50000,48,11127,2000
"1592",50000,33,20103,529
"1593",180000,44,73369,3000
"1594",240000,35,5627,0
"1595",320000,29,2900,0
"1596",480000,35,181746,50000
"1597",150000,37,4840,0
"1598",110000,29,90730,9600
"1599",240000,30,5621,7008
"1600",50000,33,9001,490
"1601",120000,27,2116,0
"1602",150000,31,0,0
"1603",100000,53,60695,2290
"1604",260000,38,585,0
"1605",250000,26,6011,2325
"1606",100000,26,16708,2000
"1607",160000,51,87549,4000
"1608",270000,37,56264,953
"1609",390000,42,4635,94
"1610",210000,43,85280,7000
"1611",30000,23,19472,0
"1612",300000,30,2200,0
"1613",190000,38,15538,18272
"1614",130000,35,0,0
"1615",360000,44,149460,5000
"1616",320000,35,291,3124
"1617",20000,35,0,0
"1618",360000,32,-2,0
"1619",190000,25,161866,5500
"1620",90000,33,40281,1200
"1621",30000,26,1559,3192
"1622",240000,29,184230,8000
"1623",40000,26,16308,1700
"1624",170000,36,19950,200
"1625",180000,37,36645,2000
"1626",20000,63,17263,772
"1627",150000,48,43279,2000
"1628",50000,47,4225,301
"1629",140000,31,95234,0
"1630",50000,31,0,0
"1631",200000,34,101834,3242
"1632",100000,43,37259,16751
"1633",250000,32,1460,1000
"1634",80000,38,518,5062
"1635",170000,50,42484,1390
"1636",80000,29,51431,1740
"1637",50000,49,20059,700
"1638",30000,40,25557,4642
"1639",70000,34,36025,0
"1640",30000,47,696,696
"1641",200000,34,2154,1210
"1642",100000,27,0,0
"1643",20000,44,10200,0
"1644",200000,29,0,0
"1645",50000,72,41324,0
"1646",50000,48,18124,600
"1647",50000,27,41926,5000
"1648",220000,44,172907,7000
"1649",240000,39,0,0
"1650",50000,40,7385,400
"1651",500000,45,15586,18000
"1652",170000,26,8545,1485
"1653",30000,34,0,0
"1654",300000,43,0,0
"1655",50000,30,10876,1500
"1656",100000,31,1300,6455
"1657",150000,29,58131,3500
"1658",50000,28,44167,1637
"1659",190000,31,6732,11306
"1660",20000,22,0,0
"1661",50000,55,48155,1900
"1662",30000,39,675,10473
"1663",90000,27,-4306,0
"1664",500000,36,288,14472
"1665",280000,40,5220,1964
"1666",30000,31,0,0
"1667",90000,36,53784,2000
"1668",200000,42,19652,1339
"1669",100000,30,0,0
"1670",20000,40,17371,0
"1671",50000,51,15544,3000
"1672",50000,51,0,0
"1673",290000,32,8976,175000
"1674",220000,36,0,1309
"1675",440000,37,3596,4095
"1676",50000,49,101392,2868
"1677",300000,31,1424,390
"1678",290000,50,83687,10000
"1679",390000,40,102423,25226
"1680",50000,24,28473,980
"1681",220000,31,0,0
"1682",150000,29,0,0
"1683",50000,24,50925,2160
"1684",200000,44,0,0
"1685",120000,30,11951,1800
"1686",230000,61,1443,1443
"1687",180000,28,93237,3100
"1688",20000,22,0,0
"1689",20000,23,31150,4000
"1690",50000,46,0,0
"1691",290000,24,96112,4000
"1692",290000,54,2168,972
"1693",150000,27,0,0
"1694",190000,53,136486,5000
"1695",80000,25,80288,1570
"1696",250000,47,3699,0
"1697",20000,35,19386,1000
"1698",180000,45,396,396
"1699",80000,25,930,601
"1700",300000,31,8339,3832
"1701",50000,51,38040,1500
"1702",70000,40,28160,913
"1703",150000,30,19339,5000
"1704",320000,29,210000,0
"1705",60000,24,38187,1514
"1706",20000,32,15049,4000
"1707",230000,35,120937,4500
"1708",310000,29,79072,4000
"1709",230000,36,576,342
"1710",200000,40,3244,9768
"1711",100000,30,52588,1936
"1712",310000,64,0,0
"1713",180000,33,178651,0
"1714",390000,38,135242,5000
"1715",20000,26,568,1769
"1716",50000,26,19447,361
"1717",140000,29,98363,4000
"1718",170000,37,9955,4382
"1719",250000,45,0,0
"1720",50000,40,7979,400
"1721",250000,36,136481,5018
"1722",90000,27,67882,2500
"1723",90000,44,49054,1827
"1724",160000,27,2067,11826
"1725",360000,29,121547,5014
"1726",330000,26,20777,1200
"1727",50000,54,49043,1789
"1728",60000,42,29682,10000
"1729",10000,42,780,0
"1730",70000,41,37169,3000
"1731",150000,31,0,4400
"1732",250000,33,0,94825
"1733",130000,33,43495,1700
"1734",130000,27,10007,2000
"1735",100000,36,0,2645
"1736",130000,37,0,0
"1737",80000,29,68693,3000
"1738",380000,41,340728,12000
"1739",20000,23,16209,0
"1740",20000,25,3470,177
"1741",140000,54,86993,48390
"1742",180000,33,0,4646
"1743",230000,29,1841,200
"1744",90000,32,1480,58
"1745",160000,29,12575,6233
"1746",50000,22,10075,500
"1747",140000,29,0,0
"1748",250000,31,65710,2000
"1749",120000,24,39133,1500
"1750",120000,27,87813,3060
"1751",260000,40,81483,3750
"1752",10000,38,1050,0
"1753",60000,38,41404,22401
"1754",60000,29,27059,1600
"1755",50000,27,20287,626
"1756",130000,34,9106,598
"1757",130000,34,0,0
"1758",360000,32,0,0
"1759",80000,36,25661,0
"1760",50000,26,0,0
"1761",290000,33,13475,6000
"1762",200000,53,0,0
"1763",20000,27,0,0
"1764",500000,33,-196,7083
"1765",130000,26,23155,2000
"1766",30000,27,27554,4271
"1767",20000,24,11285,500
"1768",70000,26,10702,1500
"1769",200000,27,1665,3765
"1770",50000,46,1050,0
"1771",360000,56,2941,291
"1772",50000,56,29506,1200
"1773",180000,26,0,0
"1774",50000,25,8593,1000
"1775",120000,28,1539,580
"1776",80000,37,18023,1600
"1777",330000,47,5180,3820
"1778",40000,43,40231,1283
"1779",50000,26,7654,1979
"1780",80000,48,25993,1110
